id_pedido,id_cliente,fecha_compra,articulo,cantidad,ingreso_total
ORD-01256,CUST-342,2026-04-18 16:00:00,Remera Sublimada,4,23725.39
ORD-01257,CUST-642,2026-04-28 19:00:00,Gorra,5,124717.57
ORD-01258,CUST-1163,2026-05-12 21:00:00,Remera Sublimada,2,39796.45
ORD-01259,CUST-328,2026-05-28 16:00:00,Buzo Canguro,2,43520.2
ORD-01260,CUST-647,2026-02-28 08:00:00,Gorra,2,18517.62
ORD-01261,CUST-1019,2026-02-25 17:00:00,Buzo Canguro,1,7108.99
ORD-01262,CUST-1346,2026-03-13 05:00:00,Remera Sublimada,3,45905.1
ORD-01263,CUST-105,2026-04-16 05:00:00,Gorra,4,81774.05
ORD-01264,CUST-1445,2026-06-14 12:00:00,Remera Sublimada,1,17755.61
ORD-01265,CUST-567,2026-04-16 13:00:00,Gorra,3,52863.56
ORD-01266,CUST-1855,2026-04-07 07:00:00,Remera Sublimada,2,40283.84
ORD-01267,CUST-174,2026-02-03 22:00:00,Taza Cerámica,3,28621.25
ORD-01268,CUST-103,2026-05-28 02:00:00,Remera Sublimada,1,18230.39
ORD-01269,CUST-1970,2026-07-02 18:00:00,Taza Cerámica,2,25684.43
ORD-01270,CUST-745,2026-06-26 16:00:00,Remera Sublimada,1,6395.07
ORD-01271,CUST-217,2026-05-27 12:00:00,Gorra,4,36171.41
ORD-01272,CUST-980,2026-03-07 00:00:00,Buzo Canguro,2,41760.15
ORD-01273,CUST-1729,2026-07-03 12:00:00,Remera Sublimada,3,68755.84
ORD-01274,CUST-603,2026-07-27 10:00:00,Taza Cerámica,1,10656.44
ORD-01275,CUST-1046,2026-04-30 15:00:00,Buzo Canguro,5,44036.09
ORD-01276,CUST-673,2026-06-27 22:00:00,Remera Sublimada,3,16603.47
ORD-01277,CUST-1564,2026-02-25 15:00:00,Remera Sublimada,3,71861.84
ORD-01278,CUST-293,2026-04-14 00:00:00,Buzo Canguro,2,37354.2
ORD-01279,CUST-946,2026-03-14 18:00:00,Remera Sublimada,3,72421.81
ORD-01280,CUST-814,2026-07-12 15:00:00,Remera Sublimada,1,22276.98
ORD-01281,CUST-1515,2026-05-15 22:00:00,Remera Sublimada,5,59046.66
ORD-01282,CUST-1149,2026-06-26 01:00:00,Buzo Canguro,4,29014.64
ORD-01283,CUST-1558,2026-04-30 12:00:00,Buzo Canguro,5,74905.68
ORD-01284,CUST-272,2026-06-14 20:00:00,Remera Sublimada,1,5536.28
ORD-01285,CUST-1423,,Remera Algodón,2,15996.67
ORD-01286,CUST-1768,2026-05-07 08:00:00,Gorra,1,9668.65
ORD-01287,CUST-425,2026-03-20 10:00:00,Remera Sublimada,3,54938.8
ORD-01288,CUST-1533,2026-03-11 09:00:00,Remera Sublimada,2,-30395.1
ORD-01289,CUST-1241,2026-02-10 19:00:00,Remera Algodón,4,44193.56
ORD-01290,CUST-935,2026-02-18 19:00:00,Buzo Canguro,4,65181.47
ORD-01291,CUST-1910,2026-06-05 08:00:00,Remera Sublimada,1,7504.05
ORD-01292,CUST-823,2026-02-15 03:00:00,Buzo Canguro,3,60342.49
ORD-01293,CUST-324,2026-07-18 08:00:00,Taza Cerámica,4,76962.81
ORD-01294,CUST-631,2026-05-20 08:00:00,Remera Sublimada,5,46650.27
ORD-01295,CUST-212,2026-07-04 03:00:00,Taza Cerámica,2,34255.66
ORD-01296,CUST-239,2026-02-16 14:00:00,Taza Cerámica,5,75330.26
ORD-01297,CUST-658,2026-05-10 19:00:00,Buzo Canguro,4,24865.3
ORD-01298,CUST-100,2026-04-10 22:00:00,Gorra,4,42252.31
ORD-01299,CUST-189,2026-02-05 19:00:00,Remera Sublimada,1,24989.65
ORD-01300,CUST-753,2026-04-20 17:00:00,Buzo Canguro,1,6990.71
ORD-01301,CUST-419,2026-05-22 01:00:00,Buzo Canguro,2,30256.45
ORD-01302,CUST-1673,2026-05-04 12:00:00,Buzo Canguro,1,21986.68
ORD-01303,CUST-1928,2026-02-04 09:00:00,Remera Sublimada,3,33039.11
ORD-01304,CUST-238,2026-05-20 09:00:00,Remera Sublimada,2,20428.35
ORD-01305,CUST-1634,2026-05-06 08:00:00,Remera Sublimada,3,68447.58
ORD-01306,CUST-1991,2026-02-08 02:00:00,Remera Sublimada,1,11096.6
ORD-01307,CUST-944,2026-05-21 08:00:00,Remera Sublimada,2,36059.73
ORD-01308,CUST-358,2026-05-28 10:00:00,Taza Cerámica,4,79225.04
ORD-01309,CUST-1796,2026-05-10 04:00:00,Remera Sublimada,5,103861.77
ORD-01310,CUST-1001,2026-03-14 12:00:00,Taza Cerámica,4,99580.77
ORD-01311,CUST-789,2026-07-14 12:00:00,Remera Sublimada,3,63191.52
ORD-01312,CUST-109,2026-02-12 04:00:00,Remera Sublimada,4,72560.97
ORD-01313,CUST-360,2026-04-15 08:00:00,Remera Sublimada,4,91637.08
ORD-01314,CUST-1773,2026-03-24 06:00:00,Remera Sublimada,5,115574.46
ORD-01315,CUST-271,2026-06-10 21:00:00,Buzo Canguro,5,122316.65
ORD-01316,CUST-997,2026-03-28 22:00:00,Remera Sublimada,4,82117.22
ORD-01317,CUST-112,2026-05-14 07:00:00,Remera Algodón,5,44492.73
ORD-01318,CUST-1291,2026-04-05 06:00:00,Remera Algodón,4,76784.49
ORD-01319,CUST-1765,2026-04-26 22:00:00,Buzo Canguro,2,13005.14
ORD-01320,CUST-1719,2026-07-07 13:00:00,Taza Cerámica,4,45437.03
ORD-01321,CUST-420,2026-07-29 04:00:00,Remera Sublimada,1,7316.15
ORD-01322,CUST-1442,2026-04-30 17:00:00,Buzo Canguro,5,119994.26
ORD-01323,CUST-1736,2026-02-20 11:00:00,Taza Cerámica,5,58875.41
ORD-01324,CUST-428,2026-06-10 12:00:00,Remera Sublimada,3,57792.94
ORD-01325,CUST-884,2026-06-02 06:00:00,Remera Sublimada,3,49279.11
ORD-01326,CUST-876,2026-05-17 22:00:00,Remera Sublimada,1,7150.23
ORD-01327,CUST-1010,2026-04-11 02:00:00,Buzo Canguro,5,81134.44
ORD-01328,CUST-1673,2026-05-10 17:00:00,Buzo Canguro,5,91102.35
ORD-01329,CUST-1542,2026-04-16 21:00:00,Remera Sublimada,3,67891.04
ORD-01330,CUST-1729,2026-04-25 04:00:00,Buzo Canguro,3,19205.14
ORD-01331,CUST-1218,2026-03-31 18:00:00,Buzo Canguro,4,43650.72
ORD-01332,CUST-1940,2026-06-06 14:00:00,Taza Cerámica,5,94234.09
ORD-01333,CUST-1704,15/05/2026,Remera Sublimada,5,28433.16
ORD-01334,CUST-417,2026-06-08 08:00:00,Taza Cerámica,4,36284.28
ORD-01335,CUST-335,2026-04-09 14:00:00,Taza Cerámica,5,46867.04
ORD-01336,CUST-433,2026-03-07 22:00:00,Taza Cerámica,1,18386.53
ORD-01337,CUST-475,2026-02-14 16:00:00,Taza Cerámica,3,32157.64
ORD-01338,CUST-1582,2026-05-13 03:00:00,Buzo Canguro,3,50975.74
ORD-01339,CUST-1260,,Remera Sublimada,3,72920.91
ORD-01340,CUST-687,2026-03-21 15:00:00,Buzo Canguro,2,41729.72
ORD-01341,CUST-1670,2026-05-22 21:00:00,Remera Algodón,1,11658.06
ORD-01342,CUST-612,15/05/2026,Buzo Canguro,1,14448.0
ORD-01343,CUST-1419,2026-04-21 19:00:00,Remera Sublimada,4,36053.91
ORD-01344,CUST-1443,2026-04-24 09:00:00,Remera Sublimada,2,10628.8
ORD-01345,CUST-1017,2026-02-17 12:00:00,Remera Algodón,5,53971.54
ORD-01346,CUST-1695,2026-02-07 09:00:00,Remera Sublimada,1,12388.17
ORD-01347,CUST-1955,2026-03-06 03:00:00,Remera Sublimada,2,32574.69
ORD-01348,CUST-1472,2026-07-03 05:00:00,Remera Sublimada,2,47762.67
ORD-01349,CUST-1963,2026-07-02 17:00:00,Remera Algodón,1,23957.04
ORD-01350,CUST-1902,2026-06-14 22:00:00,Remera Sublimada,4,25607.86
ORD-01351,CUST-972,2026-04-22 13:00:00,Buzo Canguro,2,34585.83
ORD-01352,CUST-1352,2026-07-02 10:00:00,Buzo Canguro,3,17541.16
ORD-01353,CUST-369,2026-02-26 18:00:00,Remera Sublimada,2,35923.24
ORD-01354,CUST-1951,2026-06-06 01:00:00,Gorra,5,36770.31
ORD-01355,CUST-897,2026-02-28 02:00:00,Buzo Canguro,1,23928.06
ORD-01356,CUST-1414,2026-04-16 05:00:00,Buzo Canguro,5,111433.87
ORD-01357,CUST-824,15/05/2026,Gorra,4,21786.31
ORD-01358,CUST-1288,2026-05-01 15:00:00,Remera Algodón,3,61927.9
ORD-01359,CUST-104,2026-02-21 21:00:00,Buzo Canguro,1,17717.94
ORD-01360,CUST-950,2026-05-14 07:00:00,Remera Sublimada,2,29814.77
ORD-01361,CUST-1502,2026-07-29 19:00:00,Gorra,3,51158.07
ORD-01362,CUST-177,2026-05-23 21:00:00,Buzo Canguro,2,37130.0
ORD-01363,CUST-1533,2026-03-31 06:00:00,Remera Algodón,4,90756.6
ORD-01364,CUST-673,2026-06-17 12:00:00,Remera Algodón,1,20347.15
ORD-01365,CUST-231,2026-06-09 07:00:00,Remera Sublimada,4,66030.23
ORD-01366,CUST-700,2026-03-28 21:00:00,Remera Algodón,4,85969.25
ORD-01367,CUST-1872,2026-03-07 02:00:00,Remera Sublimada,4,98953.84
ORD-01368,CUST-1165,2026-05-15 06:00:00,Buzo Canguro,4,44014.56
ORD-01369,CUST-188,2026-02-27 00:00:00,Remera Sublimada,2,14736.83
ORD-01370,CUST-501,2026-07-22 22:00:00,Gorra,5,98144.83
ORD-01371,CUST-395,2026-03-13 10:00:00,Buzo Canguro,2,49143.85
ORD-01372,CUST-1963,2026-03-14 20:00:00,Buzo Canguro,3,22002.36
ORD-01373,CUST-1418,2026-07-11 17:00:00,Remera Algodón,4,54536.58
ORD-01374,CUST-715,2026-04-04 03:00:00,Buzo Canguro,3,18736.06
ORD-01375,CUST-1649,2026-07-15 08:00:00,Buzo Canguro,2,41061.28
ORD-01376,CUST-899,2026-06-07 16:00:00,Gorra,4,95896.7
ORD-01377,CUST-1814,2026-07-26 04:00:00,Taza Cerámica,2,29959.77
ORD-01378,CUST-1760,2026-03-20 02:00:00,Remera Algodón,4,52761.69
ORD-01379,CUST-521,2026-05-27 14:00:00,Remera Algodón,2,46308.76
ORD-01380,CUST-1988,2026-05-10 19:00:00,Remera Sublimada,1,7667.77
ORD-01381,CUST-1146,2026-02-14 15:00:00,Buzo Canguro,5,114158.43
ORD-01382,CUST-674,2026-04-02 16:00:00,Remera Sublimada,5,64212.6
ORD-01383,CUST-242,2026-06-04 19:00:00,Taza Cerámica,4,64752.51
ORD-01384,CUST-1092,2026-07-01 17:00:00,Remera Sublimada,1,15565.84
ORD-01385,CUST-764,2026-03-22 21:00:00,Taza Cerámica,3,51958.75
ORD-01386,CUST-244,2026-04-20 14:00:00,Remera Sublimada,1,23842.47
ORD-01387,CUST-1348,2026-04-11 14:00:00,Remera Sublimada,4,96090.16
ORD-01388,CUST-1106,2026-03-22 03:00:00,Remera Sublimada,1,21622.97
ORD-01389,CUST-602,2026-02-08 14:00:00,Remera Sublimada,3,26492.64
ORD-01390,CUST-920,2026-06-11 14:00:00,Buzo Canguro,4,46681.31
ORD-01391,CUST-1739,2026-05-16 01:00:00,Remera Sublimada,5,73782.49
ORD-01392,CUST-203,2026-05-07 19:00:00,Remera Sublimada,1,23109.22
ORD-01393,CUST-1162,2026-02-13 00:00:00,Remera Sublimada,5,77086.48
ORD-01394,CUST-297,2026-03-06 14:00:00,Taza Cerámica,5,122743.57
ORD-01395,CUST-1769,2026-04-19 01:00:00,Gorra,2,49353.65
ORD-01396,CUST-678,2026-04-23 21:00:00,Remera Sublimada,3,50915.06
ORD-01397,CUST-490,2026-07-09 05:00:00,Taza Cerámica,1,22549.91
ORD-01398,CUST-1302,2026-02-14 07:00:00,Buzo Canguro,5,124922.27
ORD-01399,CUST-653,2026-05-02 21:00:00,Remera Sublimada,5,109971.65
ORD-01400,CUST-1571,2026-06-10 16:00:00,Buzo Canguro,3,54414.66
ORD-01401,CUST-1623,2026-05-12 13:00:00,Remera Sublimada,5,109513.35
ORD-01402,CUST-1138,2026-04-30 19:00:00,Taza Cerámica,5,33265.51
ORD-01403,CUST-1746,2026-04-26 20:00:00,Remera Sublimada,5,88482.13
ORD-01404,CUST-1792,2026-02-22 02:00:00,Remera Algodón,5,46652.2
ORD-01405,CUST-1412,2026-02-16 17:00:00,Remera Sublimada,2,14642.55
ORD-01406,CUST-577,15/05/2026,Buzo Canguro,2,45714.85
ORD-01407,CUST-1354,2026-07-21 16:00:00,Remera Algodón,4,71171.6
ORD-01408,CUST-1022,2026-04-21 22:00:00,Remera Sublimada,1,9870.93
ORD-01409,CUST-519,2026-06-10 03:00:00,Buzo Canguro,3,38206.94
ORD-01410,CUST-256,2026-04-26 06:00:00,Remera Sublimada,4,97862.12
ORD-01411,CUST-649,2026-05-05 05:00:00,Buzo Canguro,2,44487.28
ORD-01412,CUST-1564,2026-04-22 06:00:00,Remera Sublimada,2,10623.27
ORD-01413,CUST-1220,2026-04-10 04:00:00,Remera Sublimada,2,49192.04
ORD-01414,CUST-1120,2026-06-28 15:00:00,Buzo Canguro,4,49482.36
ORD-01415,CUST-1096,2026-03-23 08:00:00,Buzo Canguro,2,37816.73
ORD-01416,CUST-1534,2026-07-15 07:00:00,Buzo Canguro,4,77014.13
ORD-01417,CUST-1050,2026-07-20 01:00:00,Remera Sublimada,2,46467.38
ORD-01418,CUST-388,,Remera Sublimada,5,113506.09
ORD-01419,CUST-1377,2026-05-11 21:00:00,Buzo Canguro,5,53172.96
ORD-01420,CUST-295,2026-04-05 21:00:00,Buzo Canguro,1,17870.71
ORD-01421,CUST-697,2026-02-22 01:00:00,Remera Sublimada,2,25748.22
ORD-01422,CUST-1957,2026-07-07 05:00:00,Remera Sublimada,1,15510.87
ORD-01423,CUST-1645,2026-05-21 00:00:00,Remera Sublimada,4,64374.28
ORD-01424,CUST-616,2026-02-18 06:00:00,Remera Sublimada,1,12926.87
ORD-01425,CUST-1758,2026-06-07 00:00:00,Remera Sublimada,2,28555.76
ORD-01426,CUST-1965,2026-02-01 03:00:00,Remera Sublimada,4,36667.38
ORD-01427,CUST-964,2026-02-04 17:00:00,Buzo Canguro,4,68611.71
ORD-01428,CUST-1241,2026-02-27 10:00:00,Buzo Canguro,5,100895.98
ORD-01429,CUST-905,2026-03-31 00:00:00,Remera Sublimada,4,54379.3
ORD-01430,CUST-1282,2026-02-28 09:00:00,Remera Sublimada,4,98214.41
ORD-01431,CUST-914,2026-05-16 22:00:00,Remera Sublimada,1,6144.53
ORD-01432,CUST-327,2026-04-11 15:00:00,Buzo Canguro,4,67132.85
ORD-01433,CUST-315,2026-03-06 22:00:00,Remera Algodón,3,50016.05
ORD-01434,CUST-1047,2026-05-25 09:00:00,Taza Cerámica,5,28629.63
ORD-01435,CUST-1819,2026-03-28 16:00:00,Taza Cerámica,5,47457.02
ORD-01436,CUST-114,2026-02-13 17:00:00,Gorra,4,92443.41
ORD-01437,CUST-1280,15/05/2026,Remera Sublimada,1,15890.28
ORD-01438,CUST-1771,2026-07-21 06:00:00,Remera Sublimada,5,68638.59
ORD-01439,CUST-1384,2026-07-20 16:00:00,Buzo Canguro,5,66549.64
ORD-01440,CUST-1280,2026-04-20 17:00:00,Remera Sublimada,3,68289.65
ORD-01441,CUST-146,2026-07-01 21:00:00,Buzo Canguro,4,49362.49
ORD-01442,CUST-423,2026-03-02 01:00:00,Taza Cerámica,5,110916.69
ORD-01443,CUST-943,2026-03-30 03:00:00,Taza Cerámica,5,55919.26
ORD-01444,CUST-1808,2026-04-08 06:00:00,Remera Sublimada,5,78150.4
ORD-01445,CUST-229,2026-06-26 09:00:00,Buzo Canguro,5,39381.98
ORD-01446,CUST-1534,2026-02-07 07:00:00,Buzo Canguro,1,21500.61
ORD-01447,CUST-194,2026-04-11 21:00:00,Gorra,2,39438.99
ORD-01448,CUST-726,2026-04-09 13:00:00,Taza Cerámica,3,46805.58
ORD-01449,CUST-854,2026-03-21 19:00:00,Remera Algodón,1,5518.03
ORD-01450,CUST-1415,2026-05-25 10:00:00,Remera Sublimada,3,43875.44
ORD-01451,CUST-893,2026-03-01 20:00:00,Buzo Canguro,5,47519.65
ORD-01452,CUST-1934,2026-04-19 08:00:00,Remera Sublimada,3,39802.46
ORD-01453,CUST-1406,2026-07-25 11:00:00,Remera Sublimada,4,88514.12
ORD-01454,CUST-168,2026-03-14 18:00:00,Remera Algodón,4,81568.26
ORD-01455,CUST-1783,2026-07-29 05:00:00,Remera Algodón,2,19678.12
ORD-01456,CUST-110,2026-06-08 19:00:00,Remera Sublimada,2,49398.14
ORD-01457,CUST-1377,2026-07-05 05:00:00,Remera Sublimada,3,69192.63
ORD-01458,CUST-1965,2026-04-13 00:00:00,Remera Sublimada,1,15573.47
ORD-01459,CUST-971,2026-05-24 14:00:00,Gorra,1,15603.01
ORD-01460,CUST-649,2026-04-24 21:00:00,Remera Sublimada,5,115126.6
ORD-01461,CUST-1257,2026-04-04 22:00:00,Remera Sublimada,1,17722.9
ORD-01462,CUST-811,2026-04-01 02:00:00,Remera Sublimada,2,31467.54
ORD-01463,CUST-122,2026-04-03 21:00:00,Buzo Canguro,1,19982.97
ORD-01464,CUST-914,2026-06-06 18:00:00,Remera Algodón,5,48509.71
ORD-01465,CUST-445,2026-07-19 09:00:00,Remera Sublimada,4,90270.19
ORD-01466,CUST-401,15/05/2026,Buzo Canguro,1,15628.3
ORD-01467,CUST-462,2026-03-03 15:00:00,Remera Sublimada,1,17069.99
ORD-01468,CUST-495,2026-06-26 22:00:00,Buzo Canguro,2,13597.75
ORD-01469,CUST-317,2026-06-02 16:00:00,Taza Cerámica,3,33570.54
ORD-01470,CUST-240,2026-03-10 13:00:00,Remera Sublimada,4,54138.83
ORD-01471,CUST-1739,2026-05-21 21:00:00,Remera Sublimada,3,39834.57
ORD-01472,CUST-1057,2026-03-28 22:00:00,Gorra,5,102828.44
ORD-01473,CUST-1333,2026-06-27 11:00:00,Remera Sublimada,5,53232.24
ORD-01474,CUST-1084,2026-03-07 17:00:00,Buzo Canguro,3,25926.56
ORD-01475,CUST-1092,2026-06-05 00:00:00,Remera Sublimada,2,33304.69
ORD-01476,CUST-1746,2026-03-24 20:00:00,Remera Sublimada,2,34600.59
ORD-01477,CUST-1739,2026-07-15 00:00:00,Taza Cerámica,2,14863.33
ORD-01478,CUST-927,2026-07-29 00:00:00,Gorra,4,20197.48
ORD-01479,CUST-782,2026-02-21 20:00:00,Buzo Canguro,5,116764.91
ORD-01480,CUST-1583,2026-02-16 11:00:00,Remera Sublimada,5,32963.7
ORD-01481,CUST-1103,2026-06-03 21:00:00,Buzo Canguro,5,114786.69
ORD-01482,CUST-455,2026-07-18 15:00:00,Buzo Canguro,4,51937.19
ORD-01483,CUST-1107,2026-04-06 03:00:00,Buzo Canguro,5,90305.59
ORD-01484,CUST-1447,2026-04-15 10:00:00,Taza Cerámica,3,26136.88
ORD-01485,CUST-1256,2026-02-17 22:00:00,Remera Sublimada,1,21478.34
ORD-01486,CUST-987,2026-06-15 11:00:00,Buzo Canguro,4,34415.47
ORD-01487,CUST-1928,2026-04-12 11:00:00,Buzo Canguro,1,12730.18
ORD-01488,CUST-1963,2026-04-20 01:00:00,Remera Sublimada,3,29281.55
ORD-01489,CUST-226,2026-03-18 12:00:00,Taza Cerámica,2,43500.24
ORD-01490,CUST-1229,2026-04-19 15:00:00,Remera Sublimada,2,44333.43
ORD-01491,CUST-1108,2026-04-12 18:00:00,Remera Sublimada,2,24881.16
ORD-01492,CUST-703,2026-02-02 09:00:00,Remera Algodón,4,44590.28
ORD-01493,CUST-1922,2026-07-28 16:00:00,Remera Sublimada,2,40942.62
ORD-01494,CUST-1501,2026-06-20 05:00:00,Remera Sublimada,4,90280.96
ORD-01495,CUST-1113,2026-06-30 08:00:00,Buzo Canguro,4,69921.6
ORD-01496,CUST-150,2026-04-25 00:00:00,Remera Algodón,1,23548.07
ORD-01497,CUST-1152,2026-03-30 05:00:00,Remera Algodón,2,25321.75
ORD-01498,CUST-1585,2026-06-26 05:00:00,Buzo Canguro,5,40188.64
ORD-01499,CUST-1419,2026-03-17 00:00:00,Remera Sublimada,2,17185.72
ORD-01500,CUST-1420,2026-02-23 22:00:00,Remera Algodón,2,36793.28
ORD-01501,CUST-1849,2026-07-04 12:00:00,Buzo Canguro,2,26301.06
ORD-01502,CUST-878,2026-06-15 14:00:00,Remera Sublimada,5,40631.46
ORD-01503,CUST-1530,2026-03-16 00:00:00,Gorra,5,54222.69
ORD-01504,CUST-1892,2026-03-08 12:00:00,Remera Sublimada,4,62448.41
ORD-01505,CUST-913,2026-03-27 04:00:00,Remera Sublimada,5,37144.53
ORD-01506,CUST-1736,2026-04-02 01:00:00,Gorra,4,20275.4
ORD-01507,CUST-1528,2026-03-27 00:00:00,Buzo Canguro,1,23345.96
ORD-01508,CUST-1469,2026-04-21 22:00:00,Remera Sublimada,4,44388.9
ORD-01509,CUST-1745,2026-03-10 22:00:00,Remera Sublimada,2,18859.93
ORD-01510,CUST-519,2026-04-19 02:00:00,Buzo Canguro,3,56908.85
ORD-01511,CUST-1305,2026-04-20 02:00:00,Remera Sublimada,3,66204.16
ORD-01512,CUST-1082,2026-04-28 01:00:00,Remera Sublimada,2,35291.15
ORD-01513,CUST-924,2026-05-08 08:00:00,Buzo Canguro,4,40358.62
ORD-01514,CUST-1124,2026-07-19 22:00:00,Gorra,2,44465.46
ORD-01515,CUST-1954,2026-04-12 02:00:00,Buzo Canguro,5,76042.72
ORD-01516,CUST-666,2026-03-30 17:00:00,Taza Cerámica,4,50495.26
ORD-01517,CUST-470,2026-03-15 06:00:00,Taza Cerámica,2,34189.04
ORD-01518,CUST-1035,2026-05-16 00:00:00,Taza Cerámica,5,95061.22
ORD-01519,CUST-760,2026-04-02 13:00:00,Remera Sublimada,5,84382.99
ORD-01520,CUST-1554,2026-07-30 05:00:00,Gorra,4,93619.64
ORD-01521,CUST-1068,2026-05-14 09:00:00,Buzo Canguro,1,17560.36
ORD-01522,CUST-1432,2026-04-12 01:00:00,Remera Sublimada,1,22571.61
ORD-01523,CUST-1260,2026-07-08 03:00:00,Remera Sublimada,5,83695.84
ORD-01524,CUST-301,2026-06-29 16:00:00,Taza Cerámica,1,11593.59
ORD-01525,CUST-1559,2026-05-08 09:00:00,Remera Sublimada,5,78229.68
ORD-01526,CUST-412,2026-05-26 14:00:00,Remera Sublimada,1,6726.73
ORD-01527,CUST-216,2026-07-20 18:00:00,Taza Cerámica,5,48017.46
ORD-01528,CUST-1789,15/05/2026,Gorra,5,101623.17
ORD-01529,CUST-1036,15/05/2026,Buzo Canguro,5,91147.56
ORD-01530,CUST-1926,2026-04-03 16:00:00,Remera Sublimada,5,41651.87
ORD-01531,CUST-674,2026-04-05 13:00:00,Remera Sublimada,3,41280.91
ORD-01532,CUST-343,2026-06-10 03:00:00,Buzo Canguro,1,7839.84
ORD-01533,CUST-636,2026-05-25 06:00:00,Remera Sublimada,5,110581.79
ORD-01534,CUST-1725,2026-02-13 14:00:00,Buzo Canguro,2,14366.79
ORD-01535,CUST-174,2026-04-30 22:00:00,Remera Sublimada,4,72338.8
ORD-01536,CUST-1929,2026-02-22 00:00:00,Remera Algodón,2,34280.0
ORD-01537,CUST-485,2026-04-15 04:00:00,Buzo Canguro,2,28911.07
ORD-01538,CUST-1333,2026-07-26 10:00:00,Remera Sublimada,3,31694.08
ORD-01539,CUST-574,2026-05-28 05:00:00,Gorra,1,13079.13
ORD-01540,CUST-517,2026-03-13 12:00:00,Remera Sublimada,3,63383.48
ORD-01541,CUST-446,15/05/2026,Remera Sublimada,1,20231.02
ORD-01542,CUST-1652,2026-05-21 00:00:00,Gorra,5,98880.91
ORD-01543,CUST-739,2026-06-25 04:00:00,Remera Sublimada,3,59989.42
ORD-01544,CUST-1038,2026-03-29 01:00:00,Buzo Canguro,4,31510.91
ORD-01545,CUST-1054,2026-05-07 08:00:00,Remera Sublimada,1,6981.93
ORD-01546,CUST-975,2026-04-09 16:00:00,Remera Sublimada,3,66689.92
ORD-01547,CUST-862,2026-02-17 20:00:00,Remera Sublimada,4,86973.97
ORD-01548,CUST-1302,2026-03-22 15:00:00,Taza Cerámica,2,37252.73
ORD-01549,CUST-1305,2026-05-05 07:00:00,Buzo Canguro,5,85590.57
ORD-01550,CUST-763,2026-04-26 20:00:00,Remera Sublimada,5,61687.17
ORD-01551,CUST-124,2026-06-26 22:00:00,Remera Sublimada,2,18963.3
ORD-01552,CUST-1303,2026-07-07 09:00:00,Remera Algodón,3,55059.39
ORD-01553,CUST-809,2026-05-20 16:00:00,Remera Algodón,2,46521.39
ORD-01554,CUST-1624,2026-02-18 09:00:00,Buzo Canguro,4,54959.73
ORD-01555,CUST-1979,2026-05-12 12:00:00,Gorra,1,11064.25
ORD-01556,CUST-1284,15/05/2026,Taza Cerámica,3,31244.51
ORD-01557,CUST-276,2026-04-14 13:00:00,Remera Sublimada,1,5474.1
ORD-01558,CUST-384,2026-07-27 03:00:00,Remera Sublimada,2,30812.67
ORD-01559,CUST-162,2026-04-23 19:00:00,Remera Sublimada,5,123823.6
ORD-01560,CUST-1102,2026-05-31 14:00:00,Gorra,1,21304.75
ORD-01561,CUST-761,2026-05-18 11:00:00,Taza Cerámica,1,22949.49
ORD-01562,CUST-765,2026-02-09 12:00:00,Taza Cerámica,5,87116.41
ORD-01563,CUST-255,2026-04-20 14:00:00,Remera Sublimada,1,14628.93
ORD-01564,CUST-1592,2026-02-19 19:00:00,Buzo Canguro,1,24809.14
ORD-01565,CUST-1172,2026-02-26 13:00:00,Taza Cerámica,5,69716.21
ORD-01566,CUST-1066,15/05/2026,Gorra,5,116683.06
ORD-01567,CUST-948,2026-04-23 20:00:00,Remera Sublimada,2,40473.79
ORD-01568,CUST-1207,2026-06-11 01:00:00,Taza Cerámica,2,23239.14
ORD-01569,CUST-1484,2026-03-14 18:00:00,Remera Sublimada,1,15061.24
ORD-01570,CUST-788,2026-02-17 11:00:00,Taza Cerámica,3,38059.75
ORD-01571,CUST-247,2026-07-11 11:00:00,Buzo Canguro,2,15448.93
ORD-01572,CUST-1753,2026-07-27 02:00:00,Remera Sublimada,2,24270.66
ORD-01573,CUST-441,2026-05-18 16:00:00,Taza Cerámica,3,68338.37
ORD-01574,CUST-575,2026-03-27 02:00:00,Remera Sublimada,3,60158.14
ORD-01575,CUST-1186,2026-03-24 03:00:00,Gorra,5,52758.11
ORD-01576,CUST-1824,2026-05-28 21:00:00,Remera Sublimada,2,24716.53
ORD-01577,CUST-1483,2026-02-07 13:00:00,Taza Cerámica,4,69314.71
ORD-01578,CUST-660,2026-03-18 03:00:00,Remera Algodón,4,53291.19
ORD-01579,CUST-426,2026-06-24 21:00:00,Remera Sublimada,1,15060.88
ORD-01580,CUST-1892,2026-04-03 00:00:00,Buzo Canguro,2,37926.74
ORD-01581,CUST-1859,2026-03-21 09:00:00,Buzo Canguro,4,57380.07
ORD-01582,CUST-1264,2026-05-29 15:00:00,Remera Sublimada,2,17638.79
ORD-01583,CUST-1089,2026-06-24 07:00:00,Buzo Canguro,2,30822.96
ORD-01584,CUST-314,2026-07-07 06:00:00,Taza Cerámica,4,48489.46
ORD-01585,CUST-534,2026-05-03 05:00:00,Remera Algodón,2,21629.37
ORD-01586,CUST-1051,,Gorra,3,34686.51
ORD-01587,CUST-822,2026-04-21 06:00:00,Buzo Canguro,1,13780.04
ORD-01588,CUST-1441,2026-04-19 10:00:00,Taza Cerámica,5,113661.31
ORD-01589,CUST-131,2026-07-04 13:00:00,Gorra,4,78724.57
